20,92,"pan","Tue Feb 26 2013 21:18:39 GMT-0500 (EST)",27,"x:981,y:365,time:4;","startLoc:(41.82872192367865, -71.40268928573607),endLoc:(41.82872192367868, -71.40270001457213),zoom:17"
20,93,"pan","Tue Feb 26 2013 21:18:39 GMT-0500 (EST)",36,"","startLoc:(41.82872192367868, -71.40270001457213),endLoc:(41.82873791268465, -71.40278584526061),zoom:17"
20,94,"pan","Tue Feb 26 2013 21:18:39 GMT-0500 (EST)",27,"","startLoc:(41.82873791268465, -71.40278584526061),endLoc:(41.82875390168664, -71.40285021827697),zoom:17"
20,95,"pan","Tue Feb 26 2013 21:18:40 GMT-0500 (EST)",28,"","startLoc:(41.82875390168664, -71.40285021827697),endLoc:(41.828761896186144, -71.4028931336212),zoom:17"
20,96,"pan","Tue Feb 26 2013 21:18:40 GMT-0500 (EST)",21,"x:982,y:365,time:17;","startLoc:(41.828761896186144, -71.4028931336212),endLoc:(41.828769890684654, -71.40291459129332),zoom:17"
20,97,"pan","Tue Feb 26 2013 21:18:42 GMT-0500 (EST)",685,"x:512,y:344,time:97;x:514,y:341,time:298;x:519,y:338,time:315;x:532,y:330,time:331;x:559,y:319,time:348;x:582,y:314,time:365;x:601,y:309,time:381;x:621,y:305,time:398;x:630,y:303,time:415;x:638,y:300,time:431;x:642,y:296,time:448;x:643,y:296,time:668;","startLoc:(41.828769890684654, -71.40291459129332),endLoc:(41.828769890684654, -71.4030004219818),zoom:17"
20,98,"pan","Tue Feb 26 2013 21:18:42 GMT-0500 (EST)",19,"x:650,y:296,time:2;","startLoc:(41.828769890684654, -71.4030004219818),endLoc:(41.828769890684654, -71.40306479499816),zoom:17"
20,99,"pan","Tue Feb 26 2013 21:18:42 GMT-0500 (EST)",27,"x:656,y:296,time:2;","startLoc:(41.828769890684654, -71.40306479499816),endLoc:(41.828769890684654, -71.40324718521117),zoom:17"
20,100,"pan","Tue Feb 26 2013 21:18:42 GMT-0500 (EST)",33,"x:673,y:296,time:2;","startLoc:(41.828769890684654, -71.40324718521117),endLoc:(41.828769890684654, -71.4039016442108),zoom:17"
20,101,"pan","Tue Feb 26 2013 21:18:42 GMT-0500 (EST)",52,"x:734,y:296,time:4;","startLoc:(41.828769890684654, -71.4039016442108),endLoc:(41.828769890684654, -71.40447027252196),zoom:17"
20,102,"pan","Tue Feb 26 2013 21:18:42 GMT-0500 (EST)",23,"x:787,y:296,time:3;","startLoc:(41.828769890684654, -71.40447027252196),endLoc:(41.82877788518215, -71.40471703575133),zoom:17"
20,103,"pan","Tue Feb 26 2013 21:18:42 GMT-0500 (EST)",20,"x:810,y:297,time:3;","startLoc:(41.82877788518215, -71.40471703575133),endLoc:(41.82878587967865, -71.40478140876769),zoom:17"
20,104,"pan","Tue Feb 26 2013 21:18:42 GMT-0500 (EST)",45,"x:816,y:298,time:3;","startLoc:(41.82878587967865, -71.40478140876769),endLoc:(41.82878587967868, -71.40488869712829),zoom:17"
20,105,"pan","Tue Feb 26 2013 21:18:42 GMT-0500 (EST)",20,"","startLoc:(41.82878587967868, -71.40488869712829),endLoc:(41.82879387417419, -71.40497452781676),zoom:17"
